,,,,,,,,,,,
Propofol,mode,Manual,time(sec),bolus(mg),infusion(mg/hr),Conc blood(C1),Conc C2,Conc C3,Conc effect,Target,BIS
,,,1715,0,802,3551.162445,3132.604167,445.949019,3448.161927,0,42.9
,,,1720,0,802,3552.29237,3134.952193,447.002793,3449.341792,0,42.9
,,,1725,0,802,3553.419575,3137.293388,448.056592,3450.521077,0,42.9
,,,1730,0,802,3554.544068,3139.627774,449.110416,3451.699752,0,42.9
,,,1735,0,802,3555.66586,3141.955374,450.164263,3452.877796,0,42.9
,,,1740,0,802,3556.784959,3144.276212,451.218133,3454.055183,0,42.9
,,,1745,0,802,3557.901373,3146.590309,452.272025,3455.231885,0,42.8
,,,1750,0,802,3559.015112,3148.89769,453.325937,3456.40789,0,42.8
,,,1755,0,802,3560.126185,3151.198376,454.379869,3457.583172,0,42.8
,,,1760,0,802,3561.234601,3153.49239,455.433821,3458.757706,0,42.8
,,,1765,0,802,3562.340367,3155.779754,456.48779,3459.931472,0,42.8
,,,1770,0,802,3563.443494,3158.060492,457.541776,3461.104443,0,42.8
,,,1775,0,802,3564.543989,3160.334625,458.595779,3462.276608,0,42.8
,,,1780,0,802,3565.641862,3162.602175,459.649797,3463.447943,0,42.8
,,,1785,0,802,3566.737122,3164.863166,460.703829,3464.618424,0,42.8
,,,1790,0,802,3567.829776,3167.117619,461.757875,3465.78803,0,42.7
,,,1795,0,802,3568.919833,3169.365555,462.811933,3466.956748,0,42.7
,,,1800,0,802,3570.007303,3171.606998,463.866004,3468.124557,0,42.7
,,,1805,0,802,3571.092194,3173.841969,464.920085,3469.291435,0,42.7
,,,1810,0,802,3572.174514,3176.070489,465.974176,3470.457364,0,42.7
,,,1815,0,802,3573.254271,3178.292581,467.028276,3471.622322,0,42.7
,,,1820,0,802,3574.331475,3180.508266,468.082385,3472.786299,0,42.7
,,,1825,0,802,3575.406134,3182.717567,469.136501,3473.949272,0,42.7
,,,1830,0,802,3576.478256,3184.920503,470.190624,3475.111225,0,42.6
,,,1835,0,802,3577.547849,3187.117097,471.244752,3476.272141,0,42.6
,,,1840,0,802,3578.614922,3189.307371,472.298885,3477.431996,0,42.6
,,,1845,0,802,3579.679484,3191.491345,473.353022,3478.590786,0,42.6
,,,1850,0,802,3580.741542,3193.669041,474.407162,3479.748488,0,42.6
,,,1855,0,802,3581.801105,3195.84048,475.461305,3480.905085,0,42.6
,,,1860,0,802,3582.858181,3198.005683,476.515448,3482.060562,0,42.6
,,,1865,0,802,3583.912778,3200.164671,477.569593,3483.214901,0,42.6
,,,1870,0,802,3584.964905,3202.317465,478.623737,3484.368093,0,42.6
,,,1875,0,802,3586.01457,3204.464086,479.67788,3485.52012,0,42.5
,,,1880,0,802,3587.061781,3206.604554,480.732021,3486.670967,0,42.5
,,,1885,0,802,3588.106546,3208.738891,481.786159,3487.82062,0,42.5
,,,1890,0,802,3589.148872,3210.867118,482.840294,3488.969059,0,42.5
,,,1895,0,802,3590.188769,3212.989254,483.894424,3490.116279,0,42.5
,,,1900,0,802,3591.226245,3215.10532,484.94855,3491.262263,0,42.5
,,,1905,0,802,3592.261306,3217.215337,486.002669,3492.406996,0,42.5
,,,1910,0,802,3593.293962,3219.319325,487.056781,3493.550468,0,42.5
,,,1915,0,802,3594.32422,3221.417305,488.110885,3494.692659,0,42.5
,,,1920,0,802,3595.352087,3223.509296,489.164981,3495.833565,0,42.4
,,,1925,0,802,3596.377573,3225.595319,490.219068,3496.973169,0,42.4
,,,1930,0,802,3597.400685,3227.675394,491.273144,3498.11146,0,42.4
,,,1935,0,802,3598.42143,3229.749542,492.32721,3499.248422,0,42.4
,,,1940,0,802,3599.439817,3231.817781,493.381264,3500.384053,0,42.4
,,,1945,0,802,3600.455854,3233.880132,494.435305,3501.518327,0,42.4
,,,1950,0,802,3601.469547,3235.936615,495.489334,3502.651242,0,42.4
,,,1955,0,802,3602.480905,3237.987249,496.543348,3503.782792,0,42.4
,,,1960,0,802,3603.489936,3240.032055,497.597347,3504.912952,0,42.4
,,,1965,0,802,3604.496647,3242.071051,498.65133,3506.041727,0,42.3
,,,1970,0,802,3605.501046,3244.104258,499.705298,3507.16909,0,42.3
,,,1975,0,802,3606.50314,3246.131695,500.759247,3508.295041,0,42.3
,,,1980,0,802,3607.502938,3248.153381,501.813179,3509.419573,0,42.3
,,,1985,0,802,3608.500446,3250.169336,502.867093,3510.542665,0,42.3
,,,1990,0,802,3609.495672,3252.179579,503.920986,3511.664319,0,42.3
,,,1995,0,802,3610.488625,3254.184129,504.97486,3512.784513,0,42.3
,,,2000,0,802,3611.47931,3256.183006,506.028712,3513.903246,0,42.3
,,,2005,0,802,3612.467737,3258.176228,507.082542,3515.020512,0,42.3
,,,2010,0,802,3613.453912,3260.163815,508.13635,3516.136292,0,42.2
,,,2015,0,802,3614.437842,3262.145785,509.190135,3517.250589,0,42.2
,,,2020,0,802,3615.419535,3264.122158,510.243895,3518.363382,0,42.2
,,,2025,0,802,3616.398999,3266.092952,511.297631,3519.474668,0,42.2
,,,2030,0,802,3617.376241,3268.058187,512.351341,3520.584446,0,42.2
,,,2035,0,802,3618.351268,3270.01788,513.405025,3521.692695,0,42.2
,,,2040,0,802,3619.324087,3271.972051,514.458682,3522.79942,0,42.2
,,,2045,0,802,3620.294707,3273.920717,515.512311,3523.904601,0,42.2
,,,2050,0,802,3621.263133,3275.863899,516.565911,3525.008237,0,42.2
,,,2055,0,802,3622.229373,3277.801613,517.619482,3526.110326,0,42.2
,,,2060,0,802,3623.193435,3279.733879,518.673023,3527.210848,0,42.1
,,,2065,0,802,3624.155325,3281.660715,519.726533,3528.309809,0,42.1
,,,2070,0,802,3625.115051,3283.582139,520.780012,3529.407192,0,42.1
,,,2075,0,802,3626.07262,3285.498169,521.833459,3530.502992,0,42.1
,,,2080,0,802,3627.028039,3287.408824,522.886873,3531.597212,0,42.1
,,,2085,0,802,3627.981315,3289.314121,523.940253,3532.689833,0,42.1
,,,2090,0,802,3628.932456,3291.214079,524.993599,3533.780859,0,42.1
,,,2095,0,802,3629.881467,3293.108715,526.04691,3534.870275,0,42.1
,,,2100,0,802,3630.828357,3294.998048,527.100185,3535.958079,0,42.1
,,,2105,0,802,3631.773131,3296.882095,528.153424,3537.04427,0,42
,,,2110,0,802,3632.715798,3298.760874,529.206625,3538.128834,0,42
,,,2115,0,802,3633.656364,3300.634403,530.259789,3539.211773,0,42
,,,2120,0,802,3634.594836,3302.5027,531.312914,3540.293075,0,42
,,,2125,0,802,3635.531221,3304.365781,532.366,3541.372736,0,42
,,,2130,0,802,3636.465526,3306.223665,533.419046,3542.450759,0,42
,,,2135,0,802,3637.397757,3308.07637,534.472051,3543.527127,0,42
,,,2140,0,802,3638.327922,3309.923911,535.525015,3544.601847,0,42
,,,2145,0,802,3639.256027,3311.766308,536.577937,3545.674903,0,42
,,,2150,0,802,3640.182079,3313.603577,537.630816,3546.746297,0,42
,,,2155,0,802,3641.106084,3315.435735,538.683652,3547.816027,0,41.9
,,,2160,0,802,3642.028051,3317.2628,539.736444,3548.884081,0,41.9
,,,2165,0,802,3642.947984,3319.084788,540.789191,3549.950463,0,41.9
,,,2170,0,802,3643.865891,3320.901718,541.841892,3551.015162,0,41.9
,,,2175,0,802,3644.781779,3322.713605,542.894548,3552.078176,0,41.9
,,,2180,0,802,3645.695654,3324.520467,543.947157,3553.139507,0,41.9
,,,2185,0,802,3646.607523,3326.322321,544.999718,3554.199143,0,41.9
,,,2190,0,802,3647.517392,3328.119183,546.052231,3555.257083,0,41.9
,,,2195,0,802,3648.425268,3329.91107,547.104696,3556.31333,0,41.9
,,,2200,0,802,3649.331157,3331.698,548.157111,3557.367871,0,41.9
,,,2205,0,802,3650.235067,3333.479988,549.209476,3558.420711,0,41.8
,,,2210,0,802,3651.137003,3335.257051,550.261791,3559.471839,0,41.8
,,,2215,0,802,3652.036972,3337.029207,551.314054,3560.521256,0,41.8
,,,2220,0,802,3652.934981,3338.79647,552.366265,3561.568963,0,41.8
,,,2225,0,802,3653.831035,3340.558859,553.418423,3562.614951,0,41.8
,,,2230,0,802,3654.725142,3342.316388,554.470528,3563.659223,0,41.8
,,,2235,0,802,3655.617308,3344.069075,555.52258,3564.701769,0,41.8
,,,2240,0,802,3656.507538,3345.816936,556.574576,3565.74259,0,41.8
,,,2245,0,802,3657.395841,3347.559986,557.626518,3566.781689,0,41.8
,,,2250,0,802,3658.28222,3349.298243,558.678403,3567.819055,0,41.8
,,,2255,0,802,3659.166684,3351.031722,559.730232,3568.854694,0,41.7
,,,2260,0,802,3660.049239,3352.760439,560.782004,3569.888597,0,41.7
,,,2265,0,802,3660.92989,3354.484411,561.833718,3570.920764,0,41.7
,,,2270,0,802,3661.808644,3356.203653,562.885374,3571.951197,0,41.7
,,,2275,0,802,3662.685507,3357.918181,563.936971,3572.979888,0,41.7
,,,2280,0,643,3663.519108,3359.586634,564.947132,3574.006843,0,41.7
,,,2285,0,643,3632.814523,3361.202182,565.993187,3574.849203,0,41.7
,,,2290,0,643,3604.298819,3362.642879,567.028845,3575.344829,0,41.7
,,,2295,0,643,3577.81522,3363.921521,568.054826,3575.521675,0,41.7
,,,2300,0,643,3553.218187,3365.049988,569.071797,3575.405715,0,41.7
,,,2305,0,643,3530.372611,3366.039307,570.080378,3575.020959,0,41.6
,,,2310,0,643,3509.153067,3366.899713,571.081145,3574.389718,0,41.6
,,,2315,0,643,3489.443116,3367.640707,572.074632,3573.532645,0,41.6
,,,2320,0,643,3471.134666,3368.271108,573.061335,3572.468919,0,41.6
,,,2325,0,643,3454.127372,3368.799104,574.041714,3571.216216,0,41.6
,,,2330,0,643,3438.328079,3369.232291,575.016198,3569.791039,0,41.6
,,,2335,0,643,3423.650309,3369.577724,575.985184,3568.208585,0,41.7
,,,2340,0,643,3410.013779,3369.841949,576.949039,3566.482945,0,41.7
,,,2345,0,643,3397.343964,3370.031043,577.908107,3564.627206,0,41.7
,,,2350,0,643,3385.571675,3370.150646,578.862705,3562.653439,0,41.7
,,,2355,0,643,3374.632685,3370.205993,579.813127,3560.572878,0,41.7
,,,2360,0,643,3364.467368,3370.201944,580.759649,3558.395852,0,41.7
,,,2365,0,643,3355.020372,3370.143008,581.702523,3556.132002,0,41.7
,,,2370,0,643,3346.240311,3370.033371,582.641987,3553.790134,0,41.8
,,,2375,0,643,3338.07948,3369.876918,583.57826,3551.378519,0,41.8
,,,2380,0,643,3330.493597,3369.677255,584.511545,3548.904736,0,41.8
,,,2385,0,643,3323.441549,3369.437728,585.44203,3546.375788,0,41.8
,,,2390,0,643,3316.885171,3369.161442,586.369893,3543.798164,0,41.8
,,,2395,0,643,3310.789032,3368.85128,587.295295,3541.177876,0,41.9
,,,2400,0,643,3305.120243,3368.509917,588.218389,3538.520476,0,41.9
,,,2405,0,643,3299.848268,3368.139835,589.139313,3535.831038,0,41.9
,,,2410,0,643,3294.94476,3367.743338,590.0582,3533.114332,0,41.9
,,,2415,0,643,3290.383406,3367.322562,590.975171,3530.374665,0,42
,,,2420,0,643,3286.139775,3366.879491,591.890337,3527.616115,0,42
,,,2425,0,643,3282.191189,3366.415967,592.803803,3524.842327,0,42
,,,2430,0,643,3278.516594,3365.933696,593.715667,3522.056718,0,42
,,,2435,0,643,3275.096444,3365.434263,594.626018,3519.262501,0,42.1
,,,2440,0,643,3271.912595,3364.919139,595.534941,3516.462471,0,42.1
,,,2445,0,643,3268.948203,3364.389686,596.442512,3513.659371,0,42.1
,,,2450,0,643,3266.187628,3363.847171,597.348805,3510.855587,0,42.1
,,,2455,0,643,3263.616355,3363.292767,598.253886,3508.053391,0,42.2
,,,2460,0,643,3261.220906,3362.727564,599.157818,3505.254866,0,42.2
,,,2465,0,643,3258.988769,3362.15257,600.060659,3502.461852,0,42.2
,,,2470,0,643,3256.908329,3361.568724,600.962462,3499.676116,0,42.2
,,,2475,0,643,3254.968804,3360.976893,601.863277,3496.899228,0,42.3
,,,2480,0,643,3253.160181,3360.377883,602.763151,3494.132617,0,42.3
,,,2485,0,643,3251.473169,3359.772442,603.662127,3491.37765,0,42.3
,,,2490,0,643,3249.899139,3359.161263,604.560245,3488.635481,0,42.4
,,,2495,0,643,3248.430082,3358.544987,605.457542,3485.907245,0,42.4
,,,2500,0,643,3247.058561,3357.924211,606.354053,3483.1939,0,42.4
,,,2505,0,643,3245.777674,3357.299486,607.24981,3480.49638,0,42.4
,,,2510,0,643,3244.581011,3356.671325,608.144843,3477.81548,0,42.5
,,,2515,0,643,3243.462623,3356.0402,609.03918,3475.151936,0,42.5
,,,2520,0,643,3242.416985,3355.406553,609.932846,3472.506404,0,42.5
,,,2525,0,643,3241.438971,3354.770789,610.825866,3469.879518,0,42.5
,,,2530,0,643,3240.523818,3354.133286,611.718262,3467.271772,0,42.6
,,,2535,0,643,3239.667107,3353.494394,612.610055,3464.683624,0,42.6
,,,2540,0,643,3238.864734,3352.854435,613.501263,3462.115541,0,42.6
,,,2545,0,643,3238.112889,3352.21371,614.391906,3459.567846,0,42.6
,,,2550,0,643,3237.408036,3351.572496,615.282,3457.04088,0,42.7
,,,2555,0,643,3236.74689,3350.93105,616.17156,3454.534962,0,42.7
,,,2560,0,643,3236.126403,3350.289608,617.060601,3452.050254,0,42.7
,,,2565,0,643,3235.543744,3349.648392,617.949136,3449.587014,0,42.7
,,,2570,0,643,3234.996286,3349.007603,618.837178,3447.145395,0,42.8
,,,2575,0,643,3234.481588,3348.36743,619.724738,3444.725561,0,42.8
,,,2580,0,643,3233.997384,3347.728046,620.611828,3442.327601,0,42.8
,,,2585,0,643,3233.541572,3347.089613,621.498458,3439.951606,0,42.8
,,,2590,0,643,3233.112199,3346.452277,622.384637,3437.597641,0,42.9
,,,2595,0,643,3232.707451,3345.816177,623.270373,3435.265734,0,42.9
,,,2600,0,643,3232.325645,3345.181438,624.155676,3432.955923,0,42.9
,,,2605,0,643,3231.965218,3344.548176,625.040552,3430.668189,0,42.9
,,,2610,0,643,3231.624718,3343.916499,625.92501,3428.402542,0,43
,,,2615,0,643,3231.302797,3343.286506,626.809054,3426.158934,0,43
,,,2620,0,643,3230.998205,3342.658289,627.692693,3423.937304,0,43
,,,2625,0,643,3230.709779,3342.03193,628.575931,3421.737617,0,43
,,,2630,0,643,3230.43644,3341.407507,629.458775,3419.55979,0,43.1
,,,2635,0,643,3230.177187,3340.785091,630.341228,3417.403738,0,43.1
,,,2640,0,643,3229.931088,3340.164747,631.223297,3415.269385,0,43.1
,,,2645,0,643,3229.697279,3339.546535,632.104984,3413.156597,0,43.1
,,,2650,0,643,3229.47496,3338.930508,632.986295,3411.065286,0,43.1
,,,2655,0,643,3229.263383,3338.316718,633.867234,3408.995321,0,43.2
,,,2660,0,643,3229.061857,3337.705209,634.747804,3406.946593,0,43.2
,,,2665,0,643,3228.86974,3337.096024,635.628008,3404.918962,0,43.2
,,,2670,0,643,3228.686434,3336.4892,636.507849,3402.912304,0,43.2
,,,2675,0,643,3228.511385,3335.884773,637.387332,3400.926462,0,43.2
,,,2680,0,643,3228.344079,3335.282772,638.266458,3398.961286,0,43.3
,,,2685,0,643,3228.184036,3334.683228,639.14523,3397.016629,0,43.3
,,,2690,0,643,3228.030812,3334.086165,640.023651,3395.092349,0,43.3
,,,2695,0,643,3227.883995,3333.491607,640.901723,3393.188287,0,43.3
,,,2700,0,643,3227.743201,3332.899574,641.779448,3391.304281,0,43.4
,,,2705,0,643,3227.608073,3332.310086,642.656829,3389.44016,0,43.4
,,,2710,0,643,3227.478282,3331.723158,643.533867,3387.595763,0,43.4
,,,2715,0,643,3227.353519,3331.138805,644.410564,3385.770934,0,43.4
,,,2720,0,643,3227.233499,3330.55704,645.286923,3383.965505,0,43.4
,,,2725,0,643,3227.117955,3329.977875,646.162944,3382.179289,0,43.4
,,,2730,0,643,3227.006642,3329.401319,647.038629,3380.412142,0,43.5
,,,2735,0,643,3226.89933,3328.827381,647.91398,3378.663874,0,43.5
,,,2740,0,643,3226.795805,3328.256067,648.788998,3376.934324,0,43.5
,,,2745,0,643,3226.69587,3327.687385,649.663685,3375.223328,0,43.5
,,,2750,0,643,3226.59934,3327.121338,650.538042,3373.530698,0,43.5
,,,2755,0,643,3226.506044,3326.557931,651.41207,3371.856277,0,43.6
,,,2760,0,643,3226.415823,3325.997166,652.285771,3370.199871,0,43.6
,,,2765,0,643,3226.328528,3325.439045,653.159144,3368.561331,0,43.6
,,,2770,0,643,3226.244022,3324.88357,654.032193,3366.940495,0,43.6
,,,2775,0,643,3226.162176,3324.330741,654.904917,3365.337151,0,43.6
,,,2780,0,643,3226.082872,3323.780558,655.777317,3363.751169,0,43.6
,,,2785,0,643,3226.005998,3323.233019,656.649395,3362.182356,0,43.7
,,,2790,0,643,3225.931451,3322.688124,657.521151,3360.630568,0,43.7
,,,2795,0,643,3225.859136,3322.14587,658.392587,3359.095612,0,43.7
,,,2800,0,643,3225.788962,3321.606255,659.263703,3357.577337,0,43.7
,,,2805,0,643,3225.720846,3321.069276,660.1345,3356.075571,0,43.7
,,,2810,0,643,3225.654711,3320.534929,661.004978,3354.590142,0,43.7
,,,2815,0,643,3225.590484,3320.003211,661.875139,3353.120908,0,43.8
,,,2820,0,643,3225.528098,3319.474116,662.744984,3351.667671,0,43.8
,,,2825,0,643,3225.46749,3318.947642,663.614512,3350.2303,0,43.8
,,,2830,0,643,3225.408602,3318.423782,664.483725,3348.808629,0,43.8
,,,2835,0,643,3225.351379,3317.902531,665.352624,3347.402482,0,43.8
,,,2840,0,643,3225.29577,3317.383885,666.221209,3346.011712,0,43.8
,,,2845,0,643,3225.241728,3316.867837,667.08948,3344.636165,0,43.8
,,,2850,0,643,3225.189208,3316.354382,667.957438,3343.275683,0,43.9
,,,2855,0,643,3225.138169,3315.843513,668.825085,3341.930097,0,43.9
,,,2860,0,643,3225.088572,3315.335225,669.69242,3340.599285,0,43.9
,,,2865,0,643,3225.040381,3314.82951,670.559444,3339.283075,0,43.9
,,,2870,0,643,3224.993562,3314.326362,671.426158,3337.98131,0,43.9
,,,2875,0,643,3224.948083,3313.825774,672.292562,3336.693864,0,43.9
,,,2880,0,643,3224.903915,3313.32774,673.158657,3335.420556,0,43.9
,,,2885,0,643,3224.861031,3312.832252,674.024444,3334.16127,0,44
,,,2890,0,643,3224.819403,3312.339303,674.889922,3332.915848,0,44
,,,2895,0,643,3224.779009,3311.848886,675.755093,3331.68414,0,44
,,,2900,0,643,3224.739824,3311.360993,676.619957,3330.466019,0,44
,,,2905,0,643,3224.701828,3310.875618,677.484514,3329.261325,0,44
,,,2910,0,643,3224.664999,3310.392752,678.348765,3328.069943,0,44
,,,2915,0,643,3224.629321,3309.912389,679.21271,3326.891716,0,44
,,,2920,0,643,3224.594774,3309.434519,680.076351,3325.726506,0,44
,,,2925,0,643,3224.561341,3308.959137,680.939687,3324.574191,0,44.1
,,,2930,0,643,3224.529008,3308.486233,681.802719,3323.434622,0,44.1
,,,2935,0,643,3224.497758,3308.015801,682.665447,3322.30768,0,44.1
,,,2940,0,643,3224.467578,3307.547832,683.527872,3321.193217,0,44.1
,,,2945,0,643,3224.438455,3307.082319,684.389995,3320.09112,0,44.1
,,,2950,0,643,3224.410377,3306.619253,685.251815,3319.001256,0,44.1
,,,2955,0,643,3224.38333,3306.158627,686.113334,3317.92348,0,44.1
,,,2960,0,643,3224.357304,3305.700433,686.974551,3316.857698,0,44.1
,,,2965,0,643,3224.332288,3305.244663,687.835467,3315.803752,0,44.2
,,,2970,0,643,3224.308273,3304.791309,688.696083,3314.761542,0,44.2
,,,2975,0,643,3224.285247,3304.340364,689.556399,3313.73094,0,44.2
,,,2980,0,643,3224.263203,3303.891818,690.416416,3312.711812,0,44.2
,,,2985,0,643,3224.242132,3303.445664,691.276133,3311.704057,0,44.2
,,,2990,0,643,3224.222024,3303.001894,692.135552,3310.707541,0,44.2
,,,2995,0,643,3224.202872,3302.560501,692.994672,3309.722163,0,44.2
,,,3000,0,643,3224.184669,3302.121476,693.853495,3308.747795,0,44.2
,,,3005,0,643,3224.167407,3301.68481,694.71202,3307.784318,0,44.2
,,,3010,0,643,3224.15108,3301.250498,695.570248,3306.831633,0,44.2
,,,3015,0,643,3224.135679,3300.818529,696.428179,3305.889616,0,44.3
,,,3020,0,643,3224.1212,3300.388897,697.285815,3304.958166,0,44.3
,,,3025,0,643,3224.107635,3299.961593,698.143155,3304.037161,0,44.3
,,,3030,0,643,3224.09498,3299.536609,699.000199,3303.126511,0,44.3
,,,3035,0,643,3224.083227,3299.113938,699.856948,3302.226092,0,44.3
,,,3040,0,643,3224.072372,3298.693572,700.713403,3301.335792,0,44.3
,,,3045,0,643,3224.062408,3298.275502,701.569564,3300.455528,0,44.3
,,,3050,0,643,3224.053332,3297.859721,702.425431,3299.585171,0,44.3
,,,3055,0,643,3224.045137,3297.446221,703.281005,3298.724642,0,44.3
,,,3060,0,643,3224.037819,3297.034994,704.136286,3297.87383,0,44.3
,,,3065,0,643,3224.031373,3296.626033,704.991274,3297.032623,0,44.4
,,,3070,0,643,3224.025795,3296.219328,705.84597,3296.200936,0,44.4
,,,3075,0,643,3224.021079,3295.814874,706.700374,3295.378663,0,44.4
,,,3080,0,643,3224.017222,3295.412661,707.554488,3294.56571,0,44.4
,,,3085,0,643,3224.014219,3295.012682,708.40831,3293.76198,0,44.4
,,,3090,0,643,3224.012066,3294.61493,709.261841,3292.96738,0,44.4
,,,3095,0,643,3224.010759,3294.219396,710.115083,3292.181808,0,44.4
,,,3100,0,643,3224.010294,3293.826073,710.968034,3291.405174,0,44.4
,,,3105,0,643,3224.010667,3293.434954,711.820696,3290.637391,0,44.4
,,,3110,0,643,3224.011874,3293.04603,712.673069,3289.878361,0,44.4
,,,3115,0,643,3224.013911,3292.659294,713.525154,3289.128002,0,44.4
,,,3120,0,643,3224.016774,3292.274738,714.37695,3288.386219,0,44.4
,,,3125,0,643,3224.020461,3291.892355,715.228458,3287.652917,0,44.5
,,,3130,0,643,3224.024966,3291.512137,716.079679,3286.928022,0,44.5
,,,3135,0,643,3224.030288,3291.134077,716.930613,3286.211435,0,44.5
,,,3140,0,643,3224.036421,3290.758167,717.78126,3285.503084,0,44.5
,,,3145,0,643,3224.043364,3290.3844,718.63162,3284.802872,0,44.5
,,,3150,0,643,3224.051111,3290.012767,719.481695,3284.110723,0,44.5
,,,3155,0,643,3224.059661,3289.643262,720.331483,3283.426552,0,44.5
,,,3160,0,643,3224.069009,3289.275878,721.180987,3282.750275,0,44.5
,,,3165,0,643,3224.079153,3288.910606,722.030205,3282.081811,0,44.5
,,,3170,0,643,3224.090089,3288.547439,722.879139,3281.421085,0,44.5
,,,3175,0,643,3224.101814,3288.186371,723.727789,3280.76802,0,44.5
,,,3180,0,643,3224.114325,3287.827393,724.576155,3280.122532,0,44.5
,,,3185,0,643,3224.127618,3287.470499,725.424238,3279.484544,0,44.5
,,,3190,0,643,3224.141691,3287.115681,726.272037,3278.853972,0,44.6
,,,3195,0,643,3224.15654,3286.762931,727.119554,3278.230758,0,44.6
,,,3200,0,643,3224.172162,3286.412243,727.966788,3277.614815,0,44.6
,,,3205,0,643,3224.188555,3286.06361,728.81374,3277.006074,0,44.6
,,,3210,0,643,3224.205716,3285.717023,729.660411,3276.404458,0,44.6
,,,3215,0,643,3224.22364,3285.372477,730.5068,3275.809885,0,44.6
,,,3220,0,643,3224.242327,3285.029963,731.352908,3275.222306,0,44.6
,,,3225,0,643,3224.261771,3284.689475,732.198736,3274.641636,0,44.6
,,,3230,0,643,3224.281971,3284.351005,733.044284,3274.067809,0,44.6
,,,3235,0,643,3224.302924,3284.014547,733.889551,3273.500752,0,44.6
,,,3240,0,643,3224.324627,3283.680094,734.734539,3272.940388,0,44.6
,,,3245,0,643,3224.347076,3283.347637,735.579248,3272.38667,0,44.6
,,,3250,0,643,3224.37027,3283.017172,736.423678,3271.839522,0,44.6
,,,3255,0,643,3224.394204,3282.688689,737.267829,3271.298875,0,44.6
,,,3260,0,643,3224.418878,3282.362183,738.111702,3270.764662,0,44.6
,,,3265,0,643,3224.444286,3282.037646,738.955298,3270.236811,0,44.6
,,,3270,0,643,3224.470428,3281.715072,739.798616,3269.715279,0,44.7
,,,3275,0,643,3224.4973,3281.394454,740.641657,3269.199988,0,44.7
,,,3280,0,643,3224.524899,3281.075784,741.484421,3268.690877,0,44.7
,,,3285,0,643,3224.553223,3280.759056,742.326908,3268.187877,0,44.7
,,,3290,0,643,3224.582268,3280.444263,743.16912,3267.690943,0,44.7
,,,3295,0,643,3224.612033,3280.131399,744.011055,3267.200006,0,44.7
,,,3300,0,643,3224.642515,3279.820456,744.852715,3266.715005,0,44.7
,,,3305,0,643,3224.67371,3279.511428,745.694101,3266.235878,0,44.7
,,,3310,0,643,3224.705616,3279.204308,746.535211,3265.762563,0,44.7
,,,3315,0,643,3224.738231,3278.899089,747.376047,3265.295017,0,44.7
,,,3320,0,643,3224.771551,3278.595765,748.216609,3264.833171,0,44.7
,,,3325,0,643,3224.805575,3278.294328,749.056897,3264.37697,0,44.7
,,,3330,0,643,3224.840299,3277.994773,749.896911,3263.926358,0,44.7
,,,3335,0,643,3224.875722,3277.697093,750.736653,3263.481272,0,44.7
,,,3340,0,643,3224.911839,3277.401281,751.576121,3263.041671,0,44.7
,,,3345,0,643,3224.94865,3277.10733,752.415318,3262.607493,0,44.7
,,,3350,0,643,3224.986151,3276.815234,753.254242,3262.178689,0,44.7
,,,3355,0,643,3225.024339,3276.524987,754.092894,3261.755196,0,44.7
,,,3360,0,643,3225.063212,3276.236581,754.931275,3261.33696,0,44.7
,,,3365,0,643,3225.102768,3275.950011,755.769384,3260.923943,0,44.7
,,,3370,0,643,3225.143004,3275.66527,756.607223,3260.516089,0,44.8
,,,3375,0,643,3225.183917,3275.382351,757.444792,3260.113341,0,44.8
,,,3380,0,643,3225.225505,3275.101249,758.28209,3259.715649,0,44.8
,,,3385,0,643,3225.267766,3274.821956,759.119118,3259.32296,0,44.8
,,,3390,0,643,3225.310697,3274.544467,759.955877,3258.93524,0,44.8
,,,3395,0,643,3225.354295,3274.268774,760.792366,3258.552428,0,44.8
,,,3400,0,643,3225.398558,3273.994872,761.628587,3258.174475,0,44.8
,,,3405,0,643,3225.443483,3273.722754,762.464539,3257.801338,0,44.8
,,,3410,0,643,3225.489069,3273.452415,763.300223,3257.432959,0,44.8
,,,3415,0,643,3225.535312,3273.183847,764.135639,3257.06931,0,44.8
,,,3420,0,643,3225.58221,3272.917044,764.970787,3256.710333,0,44.8
,,,3425,0,643,3225.629761,3272.652001,765.805668,3256.355981,0,44.8
,,,3430,0,643,3225.677962,3272.388711,766.640281,3256.006207,0,44.8
,,,3435,0,643,3225.726811,3272.127168,767.474628,3255.660977,0,44.8
,,,3440,0,643,3225.776305,3271.867365,768.308709,3255.320241,0,44.8
,,,3445,0,643,3225.826443,3271.609297,769.142524,3254.983952,0,44.8
,,,3450,0,643,3225.877221,3271.352957,769.976072,3254.65207,0,44.8
,,,3455,0,643,3225.928637,3271.09834,770.809356,3254.324545,0,44.8
,,,3460,0,643,3225.98069,3270.845439,771.642374,3254.001348,0,44.8
,,,3465,0,643,3226.033376,3270.594248,772.475127,3253.682427,0,44.8
,,,3470,0,643,3226.086693,3270.344762,773.307616,3253.367747,0,44.8
,,,3475,0,643,3226.140639,3270.096973,774.13984,3253.05726,0,44.8
,,,3480,0,643,3226.195211,3269.850877,774.971801,3252.750922,0,44.8
,,,3485,0,643,3226.250408,3269.606467,775.803498,3252.448705,0,44.8
,,,3490,0,643,3226.306226,3269.363737,776.634931,3252.150565,0,44.8
,,,3495,0,643,3226.362664,3269.122682,777.466101,3251.85646,0,44.8
,,,3500,0,643,3226.419719,3268.883294,778.297009,3251.566352,0,44.9
