,,,,,,,,,,,
Propofol,mode,Manual,time(sec),bolus(mg),infusion(mg/hr),Conc blood(C1),Conc C2,Conc C3,Conc effect,Target,BIS
,,,3505,0,643,3226.477389,3268.64557,779.127654,3251.280197,0,44.9
,,,3510,0,643,3226.535671,3268.409501,779.958037,3250.997969,0,44.9
,,,3515,0,643,3226.594564,3268.175084,780.788159,3250.719622,0,44.9
,,,3520,0,643,3226.654065,3267.942311,781.618018,3250.445121,0,44.9
,,,3525,0,643,3226.714172,3267.711178,782.447616,3250.17443,0,44.9
,,,3530,0,643,3226.774883,3267.481678,783.276954,3249.907504,0,44.9
,,,3535,0,643,3226.836194,3267.253805,784.10603,3249.644319,0,44.9
,,,3540,0,643,3226.898105,3267.027554,784.934847,3249.384835,0,44.9
,,,3545,0,643,3226.960613,3266.802919,785.763403,3249.129015,0,44.9
,,,3550,0,643,3227.023715,3266.579895,786.591699,3248.876826,0,44.9
,,,3555,0,643,3227.087409,3266.358475,787.419736,3248.628228,0,44.9
,,,3560,0,643,3227.151694,3266.138654,788.247514,3248.383195,0,44.9
,,,3565,0,643,3227.216566,3265.920426,789.075032,3248.141689,0,44.9
,,,3570,0,643,3227.282024,3265.703786,789.902292,3247.903676,0,44.9
,,,3575,0,643,3227.348066,3265.488728,790.729294,3247.669125,0,44.9
,,,3580,0,643,3227.41469,3265.275247,791.556037,3247.437997,0,44.9
,,,3585,0,643,3227.481892,3265.063336,792.382523,3247.210268,0,44.9
,,,3590,0,643,3227.549671,3264.85299,793.208751,3246.985903,0,44.9
,,,3595,0,643,3227.618026,3264.644205,794.034722,3246.764869,0,44.9
,,,3600,0,643,3227.686953,3264.436973,794.860436,3246.547132,0,44.9
,,,3605,0,643,3227.75645,3264.23129,795.685894,3246.332667,0,44.9
,,,3610,0,643,3227.826516,3264.027151,796.511095,3246.121441,0,44.9
,,,3615,0,643,3227.897149,3263.824549,797.336039,3245.913421,0,44.9
,,,3620,0,643,3227.968345,3263.623479,798.160728,3245.70858,0,44.9
,,,3625,0,643,3228.040104,3263.423937,798.985162,3245.506883,0,44.9
,,,3630,0,643,3228.112423,3263.225916,799.80934,3245.30831,0,44.9
,,,3635,0,643,3228.185299,3263.029411,800.633263,3245.112825,0,44.9
,,,3640,0,643,3228.258731,3262.834416,801.456931,3244.920399,0,44.9
,,,3645,0,643,3228.332717,3262.640927,802.280345,3244.731006,0,44.9
,,,3650,0,643,3228.407255,3262.448938,803.103505,3244.544613,0,44.9
,,,3655,0,643,3228.482342,3262.258444,803.926411,3244.361199,0,44.9
,,,3659,0,532,3228.508572,3262.072887,804.550319,3244.216592,0,44.9
,,,3660,0,532,3223.986936,3262.03265,804.714675,3244.175444,0,44.9
,,,3665,0,532,3202.333527,3261.758069,805.531803,3243.820393,0,44.9
,,,3670,0,532,3182.187497,3261.367998,806.341566,3243.231404,0,44.9
,,,3675,0,532,3163.441008,3260.871222,807.144459,3242.427706,0,44.9
,,,3680,0,532,3145.993952,3260.275896,807.940942,3241.427102,0,44.9
,,,3685,0,532,3129.753396,3259.589587,808.731443,3240.246103,0,44.9
,,,3690,0,532,3114.633064,3258.819319,809.516357,3238.900027,0,45
,,,3695,0,532,3100.552865,3257.971611,810.296053,3237.403015,0,45
,,,3700,0,532,3087.438446,3257.052514,811.070874,3235.768245,0,45
,,,3705,0,532,3075.220783,3256.067641,811.841136,3234.007875,0,45
,,,3710,0,532,3063.835799,3255.022202,812.607134,3232.13318,0,45
,,,3715,0,532,3053.224006,3253.921034,813.369142,3230.154615,0,45
,,,3720,0,532,3043.330181,3252.768623,814.127415,3228.08184,0,45
,,,3725,0,532,3034.103058,3251.569134,814.882188,3225.923814,0,45
,,,3730,0,532,3025.495044,3250.326428,815.63368,3223.688841,0,45.1
,,,3735,0,532,3017.461957,3249.044093,816.382096,3221.384572,0,45.1
,,,3740,0,532,3009.962779,3247.725454,817.127623,3219.018132,0,45.1
,,,3745,0,532,3002.959434,3246.373597,817.870439,3216.596076,0,45.1
,,,3750,0,532,2996.416573,3244.991387,818.610705,3214.124495,0,45.2
,,,3755,0,532,2990.301377,3243.581479,819.348574,3211.609005,0,45.2
,,,3760,0,532,2984.583384,3242.146339,820.084185,3209.05479,0,45.2
,,,3765,0,532,2979.234309,3240.688252,820.817671,3206.466673,0,45.2
,,,3770,0,532,2974.227898,3239.20934,821.549151,3203.849089,0,45.3
,,,3775,0,532,2969.539775,3237.711569,822.278739,3201.206116,0,45.3
,,,3780,0,532,2965.147311,3236.196764,823.00654,3198.541561,0,45.3
,,,3785,0,532,2961.0295,3234.666618,823.732651,3195.858888,0,45.3
,,,3790,0,532,2957.166838,3233.122699,824.457162,3193.16137,0,45.4
,,,3795,0,532,2953.541221,3231.566462,825.180157,3190.451926,0,45.4
,,,3800,0,532,2950.135839,3229.999258,825.901715,3187.73332,0,45.4
,,,3805,0,532,2946.935089,3228.422336,826.621908,3185.008082,0,45.4
,,,3810,0,532,2943.924484,3226.836858,827.340802,3182.278505,0,45.5
,,,3815,0,532,2941.090574,3225.243896,828.058462,3179.546758,0,45.5
,,,3820,0,532,2938.420875,3223.644449,828.774945,3176.814804,0,45.5
,,,3825,0,532,2935.903794,3222.039439,829.490306,3174.084425,0,45.6
,,,3830,0,532,2933.52857,3220.429722,830.204594,3171.357318,0,45.6
,,,3835,0,532,2931.285212,3218.816091,830.917856,3168.634957,0,45.6
,,,3840,0,532,2929.164446,3217.19928,831.630136,3165.918769,0,45.7
,,,3845,0,532,2927.157659,3215.579969,832.341475,3163.210027,0,45.7
,,,3850,0,532,2925.256858,3213.958788,833.051909,3160.509907,0,45.7
,,,3855,0,532,2923.45462,3212.33632,833.761475,3157.819434,0,45.7
,,,3860,0,532,2921.744053,3210.713105,834.470204,3155.139631,0,45.8
,,,3865,0,532,2920.118762,3209.089643,835.178127,3152.471354,0,45.8
,,,3870,0,532,2918.572805,3207.466396,835.885271,3149.815421,0,45.8
,,,3875,0,532,2917.100668,3205.843791,836.591664,3147.172557,0,45.9
,,,3880,0,532,2915.697231,3204.222224,837.29733,3144.543434,0,45.9
,,,3885,0,532,2914.357741,3202.602061,838.002291,3141.928621,0,45.9
,,,3890,0,532,2913.077783,3200.983639,838.706569,3139.328711,0,45.9
,,,3895,0,532,2911.853261,3199.36727,839.410182,3136.744137,0,46
,,,3900,0,532,2910.68037,3197.753243,840.113151,3134.175364,0,46
,,,3905,0,532,2909.555576,3196.141824,840.815491,3131.622773,0,46
,,,3910,0,532,2908.4756,3194.533258,841.517219,3129.086699,0,46.1
,,,3915,0,532,2907.437396,3192.927772,842.21835,3126.567453,0,46.1
,,,3920,0,532,2906.438137,3191.325575,842.918897,3124.06532,0,46.1
,,,3925,0,532,2905.475196,3189.726858,843.618874,3121.5805,0,46.1
,,,3930,0,532,2904.546137,3188.131799,844.318292,3119.113225,0,46.2
,,,3935,0,532,2903.648693,3186.540561,845.017164,3116.663662,0,46.2
,,,3940,0,532,2902.780765,3184.953293,845.715498,3114.231933,0,46.2
,,,3945,0,532,2901.940398,3183.370134,846.413306,3111.818181,0,46.3
,,,3950,0,532,2901.125781,3181.791209,847.110597,3109.422508,0,46.3
,,,3955,0,532,2900.33523,3180.216634,847.807379,3107.044992,0,46.3
,,,3960,0,532,2899.567181,3178.646515,848.503659,3104.685689,0,46.3
,,,3965,0,532,2898.820183,3177.080949,849.199447,3102.34462,0,46.4
,,,3970,0,532,2898.092887,3175.520024,849.894749,3100.021834,0,46.4
,,,3975,0,532,2897.384041,3173.963822,850.589571,3097.717323,0,46.4
,,,3980,0,532,2896.692482,3172.412417,851.28392,3095.431095,0,46.4
,,,3985,0,532,2896.01713,3170.865874,851.977801,3093.163136,0,46.5
,,,3990,0,532,2895.356981,3169.324255,852.67122,3090.913401,0,46.5
,,,3995,0,532,2894.711102,3167.787615,853.364183,3088.681855,0,46.5
,,,4000,0,532,2894.078629,3166.256002,854.056693,3086.468445,0,46.6
,,,4005,0,532,2893.458756,3164.729463,854.748756,3084.273124,0,46.6
,,,4010,0,532,2892.850738,3163.208037,855.440377,3082.095822,0,46.6
,,,4015,0,532,2892.253878,3161.691759,856.131558,3079.936465,0,46.6
,,,4020,0,532,2891.667533,3160.180662,856.822303,3077.794967,0,46.7
,,,4025,0,532,2891.091104,3158.674774,857.512618,3075.671241,0,46.7
,,,4030,0,532,2890.524032,3157.174119,858.202504,3073.565196,0,46.7
,,,4035,0,532,2889.965802,3155.67872,858.891965,3071.476729,0,46.8
,,,4040,0,532,2889.415931,3154.188594,859.581004,3069.405752,0,46.8
,,,4045,0,532,2888.873972,3152.703758,860.269624,3067.352151,0,46.8
,,,4050,0,532,2888.339511,3151.224226,860.957828,3065.315807,0,46.9
,,,4055,0,532,2887.812162,3149.750008,861.645618,3063.296612,0,46.9
,,,4060,0,532,2887.291564,3148.281114,862.332997,3061.294455,0,46.9
,,,4065,0,532,2886.777383,3146.817551,863.019968,3059.309218,0,47
,,,4070,0,532,2886.269311,3145.359323,863.706532,3057.340763,0,47
,,,4075,0,532,2885.767057,3143.906435,864.392691,3055.388999,0,47
,,,4080,0,532,2885.270354,3142.458889,865.078449,3053.453763,0,47
,,,4085,0,532,2884.77895,3141.016684,865.763806,3051.534949,0,47.1
,,,4090,0,532,2884.292615,3139.57982,866.448764,3049.632428,0,47.1
,,,4095,0,532,2883.811131,3138.148295,867.133326,3047.746064,0,47.1
,,,4100,0,532,2883.334298,3136.722106,867.817494,3045.87574,0,47.2
,,,4105,0,532,2882.861927,3135.301247,868.501268,3044.021313,0,47.2
,,,4110,0,532,2882.393845,3133.885715,869.18465,3042.182654,0,47.2
,,,4115,0,532,2881.929889,3132.475501,869.867643,3040.359639,0,47.2
,,,4120,0,532,2881.469907,3131.070601,870.550247,3038.552119,0,47.3
,,,4125,0,532,2881.013759,3129.671004,871.232464,3036.759983,0,47.3
,,,4130,0,532,2880.561313,3128.276704,871.914295,3034.983079,0,47.3
,,,4135,0,532,2880.112447,3126.88769,872.595743,3033.221293,0,47.3
,,,4140,0,532,2879.667046,3125.503953,873.276807,3031.474468,0,47.4
,,,4145,0,532,2879.225004,3124.125482,873.95749,3029.742505,0,47.4
,,,4150,0,532,2878.786222,3122.752266,874.637792,3028.025261,0,47.4
,,,4155,0,532,2878.350607,3121.384294,875.317715,3026.322584,0,47.4
,,,4160,0,532,2877.918072,3120.021554,875.99726,3024.634371,0,47.5
,,,4165,0,532,2877.488536,3118.664034,876.676429,3022.960468,0,47.5
,,,4170,0,532,2877.061925,3117.311721,877.355221,3021.30077,0,47.5
,,,4175,0,532,2876.638166,3115.964602,878.033639,3019.655128,0,47.5
,,,4180,0,532,2876.217195,3114.622663,878.711684,3018.023421,0,47.6
,,,4185,0,532,2875.798949,3113.285892,879.389356,3016.405531,0,47.6
,,,4190,0,532,2875.383371,3111.954274,880.066657,3014.801317,0,47.6
,,,4195,0,532,2874.970406,3110.627795,880.743588,3013.210663,0,47.6
,,,4200,0,532,2874.560004,3109.306441,881.420149,3011.633441,0,47.7
,,,4205,0,532,2874.152116,3107.990198,882.096342,3010.069518,0,47.7
,,,4210,0,532,2873.746699,3106.67905,882.772167,3008.518791,0,47.7
,,,4215,0,532,2873.34371,3105.372984,883.447626,3006.981106,0,47.7
,,,4220,0,532,2872.94311,3104.071983,884.122719,3005.456379,0,47.8
,,,4225,0,532,2872.544862,3102.776033,884.797448,3003.944463,0,47.8
,,,4230,0,532,2872.148931,3101.485119,885.471813,3002.445256,0,47.8
,,,4235,0,532,2871.755284,3100.199225,886.145816,3000.958635,0,47.8
,,,4240,0,532,2871.36389,3098.918336,886.819456,2999.484464,0,47.9
,,,4245,0,532,2870.97472,3097.642437,887.492736,2998.022654,0,47.9
,,,4250,0,532,2870.587746,3096.371511,888.165655,2996.573066,0,47.9
,,,4255,0,532,2870.202943,3095.105544,888.838216,2995.135596,0,47.9
,,,4260,0,532,2869.820285,3093.844519,889.510418,2993.710138,0,47.9
,,,4265,0,532,2869.43975,3092.58842,890.182262,2992.29657,0,48
,,,4270,0,532,2869.061315,3091.337233,890.85375,2990.894781,0,48
,,,4275,0,532,2868.684959,3090.090941,891.524881,2989.504662,0,48
,,,4280,0,532,2868.310662,3088.849529,892.195658,2988.126105,0,48
,,,4285,0,532,2867.938406,3087.61298,892.86608,2986.758996,0,48
,,,4290,0,532,2867.568172,3086.381278,893.536149,2985.403242,0,48.1
,,,4295,0,532,2867.199943,3085.154409,894.205866,2984.058722,0,48.1
,,,4300,0,532,2866.833703,3083.932355,894.87523,2982.725331,0,48.1
,,,4305,0,532,2866.469436,3082.715101,895.544244,2981.402978,0,48.1
,,,4310,0,532,2866.107127,3081.502631,896.212907,2980.091539,0,48.1
,,,4315,0,532,2865.746761,3080.29493,896.881221,2978.790936,0,48.2
,,,4320,0,532,2865.388325,3079.091981,897.549186,2977.501054,0,48.2
,,,4325,0,532,2865.031806,3077.893769,898.216803,2976.221786,0,48.2
,,,4330,0,532,2864.677191,3076.700277,898.884073,2974.953049,0,48.2
,,,4335,0,532,2864.324467,3075.51149,899.550997,2973.694732,0,48.2
,,,4340,0,532,2863.973623,3074.327392,900.217575,2972.446748,0,48.3
,,,4345,0,532,2863.624648,3073.147968,900.883808,2971.208994,0,48.3
,,,4350,0,532,2863.27753,3071.973201,901.549697,2969.981366,0,48.3
,,,4355,0,532,2862.932259,3070.803076,902.215243,2968.763791,0,48.3
,,,4360,0,532,2862.588824,3069.637577,902.880446,2967.556157,0,48.3
,,,4365,0,532,2862.247216,3068.476689,903.545307,2966.358384,0,48.4
,,,4370,0,532,2861.907425,3067.320396,904.209827,2965.170371,0,48.4
,,,4375,0,532,2861.569441,3066.168682,904.874006,2963.992037,0,48.4
,,,4380,0,532,2861.233255,3065.021531,905.537846,2962.823285,0,48.4
,,,4385,0,532,2860.898858,3063.878929,906.201347,2961.664022,0,48.4
,,,4390,0,532,2860.566242,3062.74086,906.864509,2960.514175,0,48.4
,,,4395,0,532,2860.235397,3061.607308,907.527334,2959.37364,0,48.5
,,,4400,0,532,2859.906317,3060.478258,908.189822,2958.242347,0,48.5
,,,4405,0,532,2859.578992,3059.353694,908.851974,2957.1202,0,48.5
,,,4410,0,532,2859.253414,3058.233602,909.51379,2956.007117,0,48.5
,,,4415,0,532,2858.929576,3057.117966,910.175272,2954.903019,0,48.5
,,,4420,0,532,2858.60747,3056.00677,910.83642,2953.807811,0,48.5
,,,4425,0,532,2858.287089,3054.9,911.497234,2952.721427,0,48.6
,,,4430,0,532,2857.968425,3053.79764,912.157716,2951.643785,0,48.6
,,,4435,0,532,2857.65147,3052.699676,912.817866,2950.574788,0,48.6
,,,4440,0,0,2857.336219,3051.606091,913.477685,2949.514375,0,48.6
,,,4445,0,0,2751.362597,3050.217076,914.119031,2947.852214,0,48.6
,,,4450,0,0,2652.721001,3048.262967,914.725463,2945.044106,0,48.6
,,,4455,0,0,2560.886829,3045.786515,915.29939,2941.18351,0,48.7
,,,4460,0,0,2475.373076,3042.827401,915.843048,2936.357275,0,48.7
,,,4465,0,0,2395.727633,3039.422455,916.358516,2930.645658,0,48.7
,,,4470,0,0,2321.530795,3035.605859,916.847722,2924.123249,0,48.7
,,,4475,0,0,2252.392932,3031.409336,917.312456,2916.859082,0,48.8
,,,4480,0,0,2187.952335,3026.86233,917.75438,2908.917261,0,48.9
,,,4485,0,0,2127.873216,3021.992167,918.17504,2900.35686,0,48.9
,,,4490,0,0,2071.843851,3016.824205,918.575868,2891.233036,0,49
,,,4495,0,0,2019.574854,3011.38198,918.958195,2881.596567,0,49.1
,,,4500,20,0,4935.008475,3005.687332,919.323258,2871.494531,0,49.3
,,,4505,0,0,4683.598046,3015.782327,920.642584,2893.550475,0,49.4
,,,4510,0,0,4449.932617,3024.462679,921.879209,2912.593571,0,49.5
,,,4515,0,0,4232.741326,3031.832117,923.038961,2928.852848,0,49.7
,,,4520,0,0,4030.844393,3037.98693,924.127256,2942.541023,0,49.8
,,,4525,0,0,3843.14659,3043.016494,925.149117,2953.855137,0,49.6
,,,4530,0,0,3668.631176,3047.003775,926.109211,2962.97821,0,49.3
,,,4535,0,0,3506.354281,3050.025783,927.011869,2970.079902,0,49
,,,4540,0,0,3355.439676,3052.154001,927.861113,2975.317732,0,48.8
,,,4545,0,0,3215.073929,3053.454782,928.660676,2978.837421,0,48.6
,,,4550,0,0,3084.501902,3053.989714,929.414024,2980.774617,0,48.5
,,,4555,0,0,2963.022575,3053.815966,930.124376,2981.254748,0,48.4
,,,4560,0,0,2849.985169,3052.986599,930.79472,2980.394185,0,48.3
,,,4565,0,0,2744.785539,3051.550865,931.42783,2978.300984,0,48.3
,,,4570,0,0,2646.862838,3049.554478,932.026281,2975.075136,0,48.2
,,,4575,0,0,2555.696412,3047.039867,932.592465,2970.809585,0,48.2
,,,4580,0,0,2470.802918,3044.046415,933.128602,2965.590205,0,48.2
,,,4585,0,0,2391.733652,3040.610672,933.636753,2959.496925,0,48.2
,,,4590,0,0,2318.072064,3036.766563,934.118833,2952.603367,0,48.3
,,,4595,0,0,2249.431456,3032.545572,934.576619,2944.978257,0,48.4
,,,4600,0,0,2185.452841,3027.976921,935.01176,2936.685004,0,48.4
,,,4605,0,0,2125.802959,3023.087729,935.42579,2927.782332,0,48.5
,,,4610,0,0,2070.17243,3017.903164,935.820131,2918.324706,0,48.6
,,,4615,0,0,2018.274045,3012.446583,936.196105,2908.362644,0,48.7
,,,4620,0,0,1969.841174,3006.739661,936.554936,2897.942915,0,48.8
,,,4625,0,0,1924.626298,3000.802513,936.897766,2887.108628,0,49
,,,4630,0,0,1882.39963,2994.653804,937.225652,2875.900025,0,49.1
,,,4635,0,0,1842.947852,2988.310854,937.539576,2864.353986,0,49.3
,,,4640,0,0,1806.07293,2981.789736,937.840449,2852.50506,0,49.4
,,,4645,0,0,1771.59102,2975.10536,938.129121,2840.384759,0,49.6
,,,4650,0,0,1739.331451,2968.271565,938.406376,2828.022468,0,49.8
,,,4655,0,0,1709.135784,2961.301186,938.672947,2815.445618,0,49.9
,,,4660,0,0,1680.856927,2954.206135,938.929511,2802.678937,0,50.1
,,,4665,0,0,1654.358333,2946.997461,939.176699,2789.745958,0,50.3
,,,4670,0,0,1629.513234,2939.685413,939.415096,2776.66789,0,50.5
,,,4675,0,0,1606.203948,2932.2795,939.645247,2763.46465,0,50.7
,,,4680,0,0,1584.32122,2924.788542,939.867655,2750.154619,0,50.9
,,,4685,0,0,1563.763628,2917.220719,940.082791,2736.754483,0,51.1
,,,4690,0,0,1544.437012,2909.583618,940.29109,2723.279965,0,51.3
,,,4695,0,0,1526.253959,2901.884275,940.492958,2709.745378,0,51.5
,,,4700,0,0,1509.133317,2894.129216,940.68877,2696.163898,0,51.7
,,,4705,0,0,1492.999751,2886.32449,940.878876,2682.547911,0,51.9
,,,4710,0,0,1477.783317,2878.475706,941.063601,2668.908459,0,52.1
,,,4715,0,0,1463.419086,2870.588067,941.243248,2655.256035,0,52.3
,,,4720,0,0,1449.846776,2862.666391,941.418095,2641.600012,0,52.5
,,,4725,0,0,1437.010426,2854.715148,941.588404,2627.94925,0,52.8
,,,4730,0,0,1424.85808,2846.738479,941.754418,2614.311696,0,53
,,,4735,0,0,1413.341505,2838.740221,941.916362,2600.694714,0,53.2
,,,4740,20,0,4366.626822,2830.723929,942.074444,2587.105034,0,53.4
,,,4745,0,0,4150.375187,2838.714696,943.199241,2606.128761,0,53.7
,,,4750,0,0,3949.36858,2845.492479,944.252901,2622.560273,0,53.9
,,,4755,0,0,3762.515246,2851.146383,945.240434,2636.59638,0,54.1
,,,4760,0,0,3588.801672,2855.759114,946.16649,2648.419869,0,54.3
,,,4765,0,0,3427.286978,2859.407449,947.035388,2658.200071,0,54.1
,,,4770,0,0,3277.097718,2862.16265,947.851134,2666.094265,0,53.8
,,,4775,0,0,3137.423038,2864.090868,948.617452,2672.248251,0,53.6
,,,4780,0,0,3007.510199,2865.253504,949.337795,2676.797399,0,53.4
,,,4785,0,0,2886.660403,2865.707551,950.015372,2679.866951,0,53.2
,,,4790,0,0,2774.224936,2865.505911,950.653161,2681.573482,0,53.1
,,,4795,0,0,2669.601572,2864.697687,951.253926,2682.024796,0,53
,,,4800,0,0,2572.231244,2863.328454,951.820235,2681.320914,0,52.9
,,,4805,0,0,2481.594949,2861.440516,952.354471,2679.554712,0,52.9
,,,4810,0,0,2397.21088,2859.073137,952.858848,2676.812139,0,52.8
,,,4815,0,0,2318.631757,2856.262759,953.335419,2673.173083,0,52.8
,,,4820,0,0,2245.442354,2853.043206,953.786093,2668.711368,0,52.8
,,,4825,0,0,2177.257201,2849.445871,954.21264,2663.495701,0,52.9
,,,4830,0,0,2113.718451,2845.499888,954.616707,2657.58938,0,52.9
,,,4835,0,0,2054.493902,2841.2323,954.999818,2651.051486,0,52.9
,,,4840,0,0,1999.275159,2836.6682,955.363393,2643.936538,0,53
,,,4845,0,0,1947.775924,2831.83088,955.708748,2636.295029,0,53.1
,,,4850,0,0,1899.730417,2826.741952,956.037106,2628.173793,0,53.2
,,,4855,0,0,1854.891904,2821.421474,956.349602,2619.616271,0,53.3
,,,4860,0,0,1813.03133,2815.888061,956.647289,2610.662681,0,53.4
,,,4865,0,0,1773.936056,2810.158983,956.931148,2601.350105,0,53.5
,,,4870,0,0,1737.408677,2804.250269,957.202086,2591.713148,0,53.7
,,,4875,0,0,1703.265935,2798.176791,957.460949,2581.783541,0,53.8
,,,4880,0,0,1671.337704,2791.952348,957.708519,2571.590998,0,53.9
,,,4885,0,0,1641.466047,2785.589745,957.945526,2561.162636,0,54.1
,,,4890,0,0,1613.504343,2779.100859,958.172645,2550.52374,0,54.3
,,,4895,0,0,1587.31648,2772.496712,958.390504,2539.697905,0,54.4
,,,4900,0,0,1562.776093,2765.78753,958.599687,2528.706424,0,54.6
,,,4905,0,0,1539.765877,2758.982796,958.800736,2517.569544,0,54.8
,,,4910,0,0,1518.176927,2752.091309,958.994153,2506.305528,0,54.9
,,,4915,0,0,1497.908142,2745.12123,959.180406,2494.931522,0,55.1
,,,4920,0,0,1478.865665,2738.08013,959.359929,2483.463351,0,55.3
,,,4921,20,0,4439.407447,2736.664014,959.395062,2481.159638,0,55.3
,,,4925,0,0,4259.258965,2743.891445,960.315004,2498.19617,0,55.5
,,,4930,0,0,4048.412836,2751.782507,961.39811,2517.040834,0,55.7
,,,4935,0,0,3852.433126,2758.490353,962.411863,2533.354705,0,55.9
,,,4940,0,0,3670.255184,2764.101874,963.361148,2547.329723,0,56.1
,,,4945,0,0,3500.890659,2768.697727,964.2505,2559.144226,0,55.9
,,,4950,0,0,3343.422031,2772.352782,965.084128,2568.963357,0,55.6
,,,4955,0,0,3196.997536,2775.136535,965.865943,2576.940502,0,55.3
,,,4960,0,0,3060.826454,2777.113494,966.599572,2583.217859,0,55.1
,,,4965,0,0,2934.174731,2778.343538,967.288385,2587.92745,0,54.9
,,,4970,0,0,2816.360921,2778.882246,967.935511,2591.191568,0,54.7
,,,4975,0,0,2706.752412,2778.781207,968.543852,2593.123689,0,54.6
,,,4980,0,0,2604.761932,2778.088306,969.116106,2593.829174,0,54.4
,,,4981,20,0,5549.440218,2777.882672,969.22645,2593.831816,0,54.4
,,,4985,0,0,5308.140896,2789.764407,970.436653,2619.686408,0,54.4
,,,4990,0,0,5025.788872,2803.071583,971.859924,2648.683107,0,54.3
,,,4995,0,0,4763.416959,2814.779124,973.190342,2674.24829,0,54.3
,,,5000,0,0,4519.594046,2825.003862,974.434474,2696.640277,0,54.3
,,,5005,0,0,4292.991587,2833.854249,975.598414,2716.09906,0,53.9
,,,5010,0,0,4082.376252,2841.430956,976.68782,2732.846938,0,53.4
,,,5015,0,0,3886.603095,2847.827432,977.707945,2747.090376,0,53
,,,5020,0,0,3704.60923,2853.130422,978.663665,2759.020806,0,52.7
,,,5025,0,0,3535.407941,2857.420444,979.559509,2768.815961,0,52.3
,,,5030,0,0,3378.08323,2860.77224,980.39968,2776.640521,0,52.1
,,,5035,0,0,3231.784741,2863.255189,981.18808,2782.647298,0,51.8
,,,5040,0,0,3095.723065,2864.933688,981.928333,2786.978176,0,51.6
,,,5045,0,0,2969.165362,2865.867513,982.623802,2789.764564,0,51.5
,,,5050,0,0,2851.431315,2866.112148,983.27761,2791.128393,0,51.3
,,,5055,0,0,2741.88936,2865.719092,983.892657,2791.182712,0,51.2
,,,5060,0,0,2639.953194,2864.736149,984.471634,2790.032418,0,51.2
,,,5065,0,0,2545.078534,2863.207688,985.017042,2787.77475,0,51.1
,,,5070,0,0,2456.760099,2861.17489,985.5312,2784.499848,0,51.1
,,,5075,0,0,2374.528821,2858.675979,986.016263,2780.291254,0,51.1
,,,5080,0,0,2297.949247,2855.746431,986.474232,2775.226477,0,51.1
,,,5085,0,0,2226.617129,2852.419174,986.906963,2769.377255,0,51.1
,,,5090,0,0,2160.157189,2848.724768,987.316182,2762.810222,0,51.2
,,,5095,0,0,2098.221042,2844.691576,987.70349,2755.587031,0,51.2
,,,5100,0,0,2040.485269,2840.345922,988.070373,2747.764697,0,51.3
,,,5105,0,0,1986.649628,2835.712234,988.418212,2739.396279,0,51.4
,,,5110,0,0,1936.435392,2830.813185,988.748288,2730.530913,0,51.5
,,,5115,0,0,1889.583807,2825.669815,989.061793,2721.213842,0,51.6
,,,5120,0,0,1845.854663,2820.301649,989.359832,2711.487188,0,51.7
,,,5125,0,0,1805.02496,2814.726805,989.64343,2701.38994,0,51.9
,,,5130,0,0,1766.887682,2808.962099,989.913541,2690.958092,0,52
,,,5135,0,0,1731.250642,2803.02313,990.17105,2680.225106,0,52.2
,,,5140,0,0,1697.935428,2796.924377,990.416779,2669.221854,0,52.3
,,,5145,0,0,1666.776411,2790.679271,990.651491,2657.976789,0,52.5
,,,5150,0,0,1637.61983,2784.300275,990.875896,2646.516465,0,52.6
,,,5155,0,0,1610.32294,2777.798952,991.090651,2634.865343,0,52.8
,,,5160,0,0,1584.753225,2771.186031,991.296368,2623.045847,0,53
,,,5165,0,0,1560.787665,2764.471462,991.493615,2611.079019,0,53.2
,,,5170,0,0,1538.312052,2757.664478,991.68292,2598.984124,0,53.4
,,,5175,0,0,1517.220362,2750.773643,991.864773,2586.778935,0,53.5
,,,5180,0,0,1497.414166,2743.8069,992.039628,2574.479929,0,53.7
,,,5185,0,0,1478.802088,2736.771617,992.207909,2562.102387,0,53.9
,,,5190,0,0,1461.299298,2729.674627,992.370008,2549.660135,0,54.1
,,,5195,0,0,1444.827042,2722.522265,992.526291,2537.166155,0,54.3
,,,5200,0,0,1429.312209,2715.320409,992.677096,2524.632487,0,54.5
,,,5205,0,0,1414.686925,2708.074506,992.822738,2512.069959,0,54.7
,,,5210,0,0,1400.888178,2700.789609,992.963511,2499.488684,0,54.9
,,,5215,0,0,1387.857468,2693.470398,993.099686,2486.897957,0,55.2
,,,5220,0,0,1375.540489,2686.121217,993.231517,2474.306394,0,55.4
,,,5225,0,0,1363.88682,2678.746087,993.359237,2461.72173,0,55.6
,,,5230,0,0,1352.849654,2671.348737,993.483066,2449.151304,0,55.8
,,,5235,0,0,1342.385536,2663.932623,993.603207,2436.601582,0,56
,,,5240,0,0,1332.454121,2656.500944,993.719847,2424.078726,0,56.2
,,,5245,0,0,1323.017956,2649.056667,993.833164,2411.588283,0,56.4
,,,5250,0,0,1314.042266,2641.602538,993.943319,2399.135229,0,56.6
,,,5255,0,0,1305.494769,2634.1411,994.050466,2386.724342,0,56.9
,,,5260,0,0,1297.345494,2626.674707,994.154744,2374.359722,0,57.1
,,,5265,0,0,1289.566614,2619.20554,994.256285,2362.045338,0,57.3
,,,5270,0,0,1282.132294,2611.735615,994.355212,2349.784537,0,57.5
,,,5275,0,0,1275.018549,2604.2668,994.451638,2337.580588,0,57.7
